"","X","Number","site","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc","Diam","X","cwd_total_10_yr","cwd_normal_cum","cwd_normal_summer","cwd_peak_summer","cwd_peak_anom","vpd_normal_growing_season_avg","vpd_normal_annual_max","vpd_peak_vpd","vpd_peak_anom","avg_summer_tmax","peak_tmax","peak_winter_tmin","avg_ann_ppt","min_ann_ppt","tmean","ppt","Pndjfm","Avg_pdc","Avg_delta_pdc","Weighted_pdc","prop_died","n.died","Cluster","Swness","Slope","Elev","Tpi","Cum_cwd","Percent.Clay","Avg_depth","Pct_pimo","Pct_juos","SDI.Plot","Weighted_pimo","Weighted_juos","avg_ENN","avg_BA","avg_BA_2m","avg_BA_4m","avg_BA_6m","Dens.Plot","avg_height","avg_Diam","fdsi_anom","BA.Plot","AWC","Died","ips","rtb","ptb","pns","psf","ptm","pmb","mt","bb","Neighbor_larger_log","Diam_log","ENN_dist_log","BA_2m_log","BA_4m_log","BA_6m_log"
"950",1872,15,"TOI533","TOI53315","7/10/2015","PW,SF,EK","JUOS","Y","",1,"12.1",1,1.78,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,1,"","",12.1,15.49,15.2166666666667,13.7333333333333,13.25,17.75,19,17.5,26,21,114.93185,0.11493185,0.651309698992339,"TOI53351",0.191858479612048,3,741.62875,451.457890967841,5,1218.76745,185.99409335211,12,3124.48055,209.178035482566,"L",5,-10,12.0969376279378,91,3318.80323791504,315.410981893539,218.048229217529,268.107879638672,1.22958063269205,12.53976,19.9864,24.7794,1.23981307288956,27.839999961853,1.13577589377011,-3.29999995231628,64.709294119966,48.6460798740387,8.39000034332275,282.859985351562,32.3830526241144,19.2045454545455,-7.84090909090909,-116.261587132285,0.0181818181818182,1,"TOI533",-0.067965,15.0828,2115.040039,49.785198,187.639999,13.4,25,0.475520125336958,0.524180356196576,434.03,-67.3344968445173,-165.188677420053,2.01929110924041,619.256348863636,333.636239772727,1277.0438875,2652.05434772727,44,4.52295454545455,24.7861047974505,-1.56846829391758,2.724827935,17.7859586758576,"N","N","N","N","N","N","N","N","N","N",-1.65099726408924,2.49295233197019,-0.428770021797473,6.60886226477437,7.10560354513534,8.04702652488064
"951",1873,4,"DES105120","DES1051204","9/20/2014","SF, PW","PIMO","Y","",1,"12.2",1.33333333333333,3.49,"0","0","PNS",NA,NA,NA,NA,0,5,NA,NA,1,"","",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,2.200911770164,"DES10512012",0.266662187583983,0,0,NA,2,1287.15665,162.156261615167,2,1287.15665,72.0694496067408,"L",0,-5,12.1969123190778,6,3140.94029808044,300.033383846283,196.211326599121,242.930099487305,1.23810436277022,13.63118,21.321,25.0773,1.17617841564655,29.883333269755,1.12638036538847,-3.25999999046326,49.5439704068005,36.6394998788834,9.13000011444092,237.440002441406,26.2553873320818,23.1818181818182,-6.81818181818182,-56.6944883395973,0.111111111111111,2,"DES105",0.520718,28.1231,1995.099976,-19.5702,227.535004,10.1,23.8,1,0,93.17,-56.6944883395973,NA,5.62264647010833,418.026335625,0,184.52681,380.31307125,10,3.695,20.7016535920175,-2.02087056313903,0.418126335625,15.9581679232864,"N","N","N","N","Y","N","N","N","N","N",-1.32177263668345,2.5011828311067,0.788871715490963,-4.60517018598809,7.16019868639287,7.16019868639287
"952",1874,33,"DIA333","DIA33333","6/27/2015","EK, JV","JUOS","Y","",2,"12.2",NA,2.25,"","",NA,NA,NA,NA,NA,0,65,NA,NA,1,"","",12.2,23.4,NA,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,3.77544077006779,"DIA33332",20.1027277613545,0,0,NA,1,2348.79065,229.141449122224,3,5822.02315,262.133094192505,"L",60,-5,12.1969123190778,17,3263.4839849472,317.75053691864,228.41773223877,281.106597900391,1.230668893983,12.17588,19.2661,23.2374,1.20612889998495,27.7203333536784,1.13779298802487,-4.84999990463257,72.8192601479988,51.5035800557136,7.67999982833862,306.829986572266,34.8268713875532,32.6388888888889,-18.6055555555556,-282.504643724549,0,0,"DIA333",0.835551,7.94399,2046.050049,5.01648,263.194,12.7,38,0.569742245962357,0.42196830356018,793.78,-402.386805522505,-196.874528154581,2.85422960723292,1018.70211212121,297.348009090909,1461.0439030303,3428.095,33,5.63878787878788,31.9479575309305,-1.20188016961647,3.36181697,19.5556251469505,"N","N","N","N","N","N","N","N","N","N",3.00085551537745,2.5011828311067,1.3285171361679,-4.60517018598809,7.76166011515722,8.66940481820897
"953",1875,28,"FC791360","FC79136028","6/4/2015","JV, EK ","JUOS","Y","",2.4,"12.2",1,1.6,"","",NA,NA,NA,NA,NA,0,20,NA,NA,1,"","",12.2,21.62,29.25,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,1.33287712391807,"FC79136027",9.34755442085461,1,1092.16265,495.777328468707,3,1808.2789,230.774617671744,5,3475.8544,191.675705081608,"L",20,0,12.1969123190778,24,3601.22888469696,344.062089085579,231.424877166748,278.258094787598,1.20236898553955,11.74268,18.685,23.0403,1.23309071447685,27.1686666488647,1.13733956906647,-3.96000003814697,68.5274217549205,43.5940203924179,7.61999988555908,289.130004882812,31.2065246308565,32.1052631578947,-10.2631578947368,-174.26368285042,0,0,"FC791",-0.881118,5.55873,2211.810059,37.958698,273.38501,12.8,12.4,0.235889307336607,0.709384087333746,839.08,-155.299817951484,-203.341609028789,2.10165495447375,971.624247368421,404.296071052632,2870.26924868421,5996.61685921053,38,3.26894736842105,29.7196948143692,-1.5774787050204,3.69227214,19.2091092074559,"N","N","N","N","N","N","N","N","N","N",2.23511474982112,2.5011828311067,0.28733985684125,6.99592424820327,7.5001363180101,8.15359847526763
"954",1876,19,"DIA333240","DIA33324019","6/28/2015","JV, EK","PIMO","Y","",2.5,"15.2",1.33333333333333,4.13,"","5","PSF","PNS","RTB",NA,NA,0,25,NA,NA,1,"","",15.2,14.1,8.2,NA,NA,NA,NA,NA,NA,NA,181.3664,0.1813664,0.83365362243067,"DIA33324018",1.37136426592798,2,328.79725,216.94486456345,3,1215.03085,167.731201143167,6,2410.00495,148.106064978818,"L",5,-20,15.1961530532772,19,3263.4839849472,317.75053691864,228.41773223877,281.106597900391,1.230668893983,12.17588,19.2661,23.2374,1.20612889998495,27.7203333536784,1.13779298802487,-4.84999990463257,72.8192601479988,51.5035800557136,7.67999982833862,306.829986572266,34.8268713875532,29.2727272727273,-18.4545454545455,-234.21802253822,0.0483870967741935,3,"DIA333",0.87386,9.8809,2037.27002,5.01648,243.815002,12.5,18,0.847219036697248,0.143162270642202,697.6,-230.860987873578,-277.027420587894,2.21348207561386,467.559077678571,270.229880285714,1035.35254189286,2517.68572121429,56,5.03410714285714,22.3767079672711,-1.20188016961647,2.618430835,19.4349446232401,"N","N","Y","N","Y","Y","N","N","N","N",0.315806058891619,2.72104230721972,-0.181937283719507,5.79547171281728,7.10253297660864,7.78738822978496
"955",1878,32,"RAV339","RAV33932","5/20/2015","SF,JV,EK","JUOS","Y","",1,"12.2",1,2.07,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,1,"","",12.2,13.15,13.0333333333333,14.8,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,2.07864347918773,"RAV33931",2.01081698468154,0,0,NA,4,1460.65735,205.805982464406,9,3225.68275,202.745092140287,"L",5,-35,12.1969123190778,37,4432.43423175812,427.171397686005,266.587501525879,313.826126098633,1.17719744662586,13.32222,20.822,25.275,1.21386034002497,29.8963335037231,1.1362597763526,-3.08999991416931,54.2084257955551,40.6984201865196,8.76000022888184,244.970001220703,29.1032352746725,66.3888888888889,-47.5925925925926,-484.029008238661,0.349206349206349,22,"RAV339",-0.82623,11.8007,1888.650024,3.36365,307.390991,10.2,43,0.45779673358993,0.5416623322584,480.65,-749.354011768512,-237.655790675228,2.01511623442886,413.604288888889,240.899055555556,1033.92146481481,2520.38103796296,54,5.13058591378264,20.9868532423009,-2.13429171683794,2.23356316,17.9597703413104,"N","N","N","N","N","N","N","N","N","N",0.698541099529046,2.5011828311067,0.731715507488165,-4.60517018598809,7.2866486993101,8.07890301236387
"956",1879,15,"RAV339120","RAV33912015","6/23/2015","EK, JV ","JUOS","Y","",1.9,"12.2",1.02941176470588,4.37,"","",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","",12.2,12.6058333333333,NA,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,1.58442257845839,"RAV33912016",3.30180663800054,1,385.7811065,215.079839756065,5,2887.9215065,371.678503880405,8,4867.5187215,275.577162996834,"L",10,-5,12.1969123190778,38,4432.43423175812,427.171397686005,266.587501525879,313.826126098633,1.17719744662586,13.32222,20.822,25.275,1.21386034002497,29.8963335037231,1.1362597763526,-3.08999991416931,54.2084257955551,40.6984201865196,8.76000022888184,244.970001220703,29.1032352746725,67.9838709677419,-43.0645161290323,-468.98953440925,0.341463414634146,28,"RAV339",-0.687204,11.3144,1879.430054,3.36365,296.613007,5.6,43,0.538357008548359,0.459478249877542,632.87,-615.365689520134,-322.613379298366,1.64807167322347,437.838556057754,505.160271000565,1505.87889369747,3038.49821196947,61,5.55745901639344,21.7723509588327,-2.13429171683794,2.6709151919523,13.6954465784122,"N","N","N","N","N","N","N","N","N","N",1.19446978472833,2.5011828311067,0.460220037142748,5.95529604810639,7.9682957831456,8.49034163789664
"957",1880,80,"ROB938240","ROB93824080","7/15/2015","SF, JV, EK","PIMO","Y","",1,"12.2",1.58064516129032,4.61,"0","0","RTB","PTB",NA,NA,NA,0,20,NA,NA,1,"","",12.2,8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,0.87803646744597,"ROB938240177",0.520290244557915,6,442.1277,341.820424819137,21,3454.471,569.758223915752,39,6738.5499,489.190949849243,"L",25,5,12.1969123190778,51,3046.27237224579,289.072462111712,209.933895111084,274.032081604004,1.30532557145669,10.51712,17.184,20.7689,1.20861848230912,25.132666460673,1.14751055952284,-3.52999997138977,100.593651660752,76.977239803791,6.82999992370605,426.359985351562,51.8659531342983,46.3698630136986,-6.71232876712329,-50.5503580542013,0.137931034482759,28,"ROB938",-0.725987,14.2851,2199.550049,-2.48755,202.899002,25.4,15.4,0.56436086636568,0.431641440760556,1005.58,-131.563954928796,54.5646989931383,1.08408538602415,295.567382758621,702.30463,2671.67900517241,5611.53517827586,145,4.33468965517241,17.3461209862027,-1.370131592267,4.28582705,18.8010370407911,"N","N","Y","Y","N","N","N","N","N","N",-0.653368460510099,2.5011828311067,-0.130067151533058,6.09162137202121,8.14742750784136,8.81560151638837
"958",1881,8,"SHO424240","SHO4242408","6/18/2015","JV,EK","JUOS","Y","",1,"12.2",1,3.67,NA,NA,"MT",NA,NA,NA,NA,0,50,NA,NA,1,"","",12.2,29.8,NA,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,1.03957099018832,"SHO4242407",4.42737167428111,1,517.29145,272.165872308847,4,801.46145,127.137527750109,7,1662.18255,113.323535035699,"L",10,-40,12.1969123190778,55,3554.47962284088,341.385347053409,246.942024230957,306.859130859375,1.24263633059223,13.45404,21.0207,24.9764,1.18818117379535,27.8103335062663,1.15604516280377,-2.60999989509583,83.7166218926907,66.2889195203781,8.98999977111816,341.609985351562,43.8216040058136,24.4642857142857,-8.21428571428571,-121.790788133438,0.05,2,"SHO424",0.889241,20.7631,1985.540039,9.0083,275.73999,4.1,22.4,0.57438166828322,0.425284917555771,329.92,-163.834700743389,-46.1117454355264,2.40976336819371,583.511724074074,262.050735185185,938.300614814815,2477.8667462963,27,4.3245584045584,23.3588832807896,-1.28102420713804,1.575581655,8.87856131058776,"N","N","N","N","N","N","N","N","Y","N",1.48780610646737,2.5011828311067,0.0388081186135517,6.2486257800212,6.68644935070401,7.41589282309709
"959",1882,24,"SPR1620240","SPR162024024","7/17/2014","PW, AU, TD","JUOS","Y","",1,"12.2",1.75,1.41,"0","0",NA,NA,NA,NA,NA,0,15,NA,NA,1,"","",12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,1.9203372749951,"SPR16202401",4.68261220102123,1,547.1136,284.687429099152,4,2115.23745,277.018417960315,5,2696.01185,156.321745816013,"L",35,20,12.1969123190778,67,3448.80318069458,334.669347941875,230.172222137451,284.635101318359,1.23661794926924,12.8036,20.3749,23.6737,1.16190508910473,27.8973333358765,1.13738467975471,-2.74000000953674,69.0885079162478,51.7372606201172,8.60999965667725,305.609985351562,35.9735967466036,52.0238095238095,-21.2345238095238,-317.405571396935,0.0930232558139535,4,"SPR1620",0.729764,16.836201,2184.280029,78.561996,271.747009,8.8,38,0.211095129649606,0.721802708857725,1501.74,-319.999504612764,-313.190429921213,2.40139143183959,1112.99281190476,410.662283333333,2445.09258095238,5100.08425595238,42,3.59119047619048,31.9633369673256,-2.0337777829556,4.67466981,27.989286636885,"N","N","N","N","N","N","N","N","N","N",1.54385611682612,2.5011828311067,0.652500834672514,6.30467473667754,7.65692708227262,7.89953257659876
"960",1883,23,"SS256240","SS25624023","8/16/2014","PW,MR,TD,SF,AU","JUOS","Y","",1,"12.2",NA,3.01,"0","0",NA,NA,NA,NA,NA,0,30,NA,NA,1,"","",12.2,7.52,4.6,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,2.79650644271806,"SS25624025",5.65036280569739,0,0,NA,4,1970.9309,261.747017925279,7,2756.7316,170.075601514371,"L",5,-25,12.1969123190778,71,3104.49944591522,303.004230409861,222.746608734131,276.00838470459,1.23911374576316,11.89794,18.9835,23.3485,1.22993652382332,27.0183331171672,1.14810933462264,-4.28000020980835,83.961985743475,64.6556989583969,7.59999990463257,355.429992675781,41.9477613053958,17.4390243902439,-11.8292682926829,-120.319554285527,0,0,"SS256",0.930159,4.01013,2027.089966,4.1488,308.037994,14.5,39.2,0.2736340172361,0.720372719716523,457.18,-57.3992242849054,-160.588565485925,2.23307095411639,269.418126829268,100.250052439024,579.738008536585,1176.0490902439,41,3.31707317073171,16.5816468110112,-0.927273134913447,1.10471432,29.8777185068878,"N","N","N","N","N","N","N","N","N","N",1.73171975649453,2.5011828311067,1.0283709391274,-4.60517018598809,7.58626632192387,7.92180468156785
"961",1884,63,"TOI1577360","TOI157736063","10/3/2015","PW,SF","PIMO","Y","",1,"12.2",1.18918918918919,3.8,"0","0","PMB","IPS","PNS",NA,NA,5,70,NA,NA,1,"","",12.2,10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,116.8394,0.1168394,0.0622263079903904,"TOI157736064",1.26101854340231,3,544.7429,352.440880758959,6,1571.78195,236.478023786923,12,6494.141685,376.2751928651,"L",15,-55,12.1969123190778,86,3175.93288040161,308.264268696308,213.241016387939,267.138854980469,1.25275549472375,12.91598,20.6711,24.0149,1.16176207361969,28.3026666641235,1.13982186570519,-2.49000000953674,71.5177637466997,54.5261796257496,8.68000030517578,317.190002441406,38.3118361027877,61.3917525773196,-20.0515463917526,-197.979426665459,0.364485981308411,39,"TOI1577",0.436857,19.5249,2123.179932,6.60327,179.824997,11.6,20.8,0.605671183126135,0.340880519117703,787.49,-267.435591866839,-83.2793536532767,1.3416721770095,536.884110824742,835.305753298969,2915.74182675258,7099.5359077835,97,4.67491981672394,23.1156203205793,-2.15323705607725,5.207875875,18.8773828311554,"N","Y","N","N","Y","N","N","Y","Y","N",0.231919762189736,2.5011828311067,-2.77697741061368,6.30033229735347,7.35997161690223,8.77865731010482
"962",1886,41,"TOI533240","TOI53324041","7/10/2015","SF","JUOS","Y","",1,"12.2",1,2.38,NA,NA,NA,NA,NA,NA,NA,0,50,NA,NA,1,"","",12.2,10.73125,7.02,6.2,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,2.29989985650568,"TOI53324072",1.02371674281107,0,0,NA,1,119.61045,21.0092630735972,1,119.61045,9.33745025493208,"L",40,-10,12.1969123190778,93,3318.80323791504,315.410981893539,218.048229217529,268.107879638672,1.22958063269205,12.53976,19.9864,24.7794,1.23981307288956,27.839999961853,1.13577589377011,-3.29999995231628,64.709294119966,48.6460798740387,8.39000034332275,282.859985351562,32.3830526241144,25.6603773584906,-5.37735849056604,-47.3107635794751,0.0138888888888889,1,"TOI533",0.30919,14.8268,2109.469971,25.157,200.126007,12.3,19.4,0.236650250126032,0.762865009500911,515.74,-41.4226405500323,-49.224403564044,1.68323864847698,409.415268867925,261.853190566038,1063.35344622642,2318.31354339623,53,3.72188679245283,19.432962035279,-1.56846829391758,2.170000925,16.7664947136247,"N","N","N","N","N","N","N","N","N","N",0.0234398700028394,2.5011828311067,0.832865581337478,-4.60517018598809,4.78432381352206,4.78432381352206
"963",1887,46,"WHIS25120","WHIS2512046","7/20/2015","EK,JV,SF","PIMO","Y","",1,"12.2",1,2.6,"0","0","PNS","PTB",NA,NA,NA,0,10,NA,NA,1,"","",12.2,7,NA,NA,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,0.520923479318183,"WHIS2512048",2.42542327331363,3,637.6555,399.919784198898,9,1496.995,246.364610717693,20,3735.2655,267.029958337224,"L",5,-5,12.1969123190778,96,3667.26158046722,356.028111994267,236.405380249023,285.82633972168,1.20905175432385,12.2677,19.3927,23.4129,1.20730481057305,28.1763333002726,1.1367695873681,-4.17999982833862,64.0488940972567,42.0878003754616,7.86999988555908,278.609985351562,30.8803040562789,33.375,-20,-173.515185644938,0.040983606557377,5,"WHIS25",-0.289974,15.1974,2018.550049,18.843,284.536987,17.4,27.4,0.482555289066744,0.501358209548544,754.67,-169.585848526363,-180.425399198295,1.27251983846769,340.877320625,517.127483125,1729.1261725,3580.57320375,80,3.600875,17.9991934561144,-1.14364687610974,2.727118565,8.0340328226012,"N","N","N","Y","Y","N","N","N","N","N",0.886006054854461,2.5011828311067,-0.652152120725444,6.45781385118343,7.31122172442741,8.22557685656018
"964",1889,30,"ROB938120","ROB93812030","6/30/2015","SF, EK, JV ","PIMO","Y","",3,"7.6,6.3,7.2",1.28205128205128,2.37,"0","0","PNS","PTB",NA,NA,NA,0,30,NA,NA,1,"","",7.6,6.3,7.2,NA,NA,NA,NA,NA,NA,NA,117.19265,0.11719265,1.17392613138084,"ROB938120107",2.12231227811642,3,854.7708,505.943362220967,10,3521.1332,499.705082286433,20,8744.171240049,528.446739712029,"L",15,-15,12.2153363591984,50,3046.27237224579,289.072462111712,209.933895111084,274.032081604004,1.30532557145669,10.51712,17.184,20.7689,1.20861848230912,25.132666460673,1.14751055952284,-3.52999997138977,100.593651660752,76.977239803791,6.82999992370605,426.359985351562,51.8659531342983,61.0576923076923,-13.7019230769231,-145.745874925986,0.246478873239437,35,"ROB938",-0.673609,10.2876,2176.060059,-12.7852,218.662003,16,18.8,0.513875852297884,0.367997874789693,564.65,-189.986548371638,-174.807514312598,1.09830897970029,366.986567145631,642.744257495621,2160.78846765191,4131.00829674643,103,3.90970873786408,19.4533973111761,-1.370131592267,3.7800616416,16.4008165595022,"N","N","N","Y","Y","N","N","N","N","N",0.752506191530581,2.50269224090024,0.160353798967079,6.75084506179825,8.16654098859217,9.07614375700307
"965",1891,47,"DES1014","DES101447","5/25/2015","SF,JV","PIMO","Y","",1,"12.3",1,4.9,"0","0","IPS",NA,NA,NA,NA,0,65,NA,NA,1,"","",12.3,31.4,NA,NA,NA,NA,NA,NA,NA,NA,118.76265,0.11876265,1.52478638023204,"DES101445",1.75616365919757,3,782.314585,471.228047041729,9,2618.63570430556,385.895086075732,11,3159.10035430556,207.440371035727,"L",10,-55,12.2968870102177,1,3688.29286670685,352.409096300602,231.049015045166,282.763671875,1.2238254805792,12.59658,19.7938,23.4708,1.18576523962049,29.0463331858317,1.13164022190306,-3.83999991416931,52.3966437747836,38.8823192842007,8.35999965667725,246.320007324219,26.3165166121642,72.8571428571429,-14.375,-174.436018179587,0.636363636363636,35,"DES1014",-0.957873,15.4474,2075.98999,-33.595001,187.207993,9.6,25.75555556,0.935654173853954,0.0640496227762968,573.93,-190.58123008664,NA,1.90111595459874,801.968361640946,474.919985437243,2043.05946865484,4881.09453040638,54,5.0562962962963,27.8293891424069,-1.97877960814566,4.33072915286111,16.9743491443045,"N","Y","N","N","N","N","N","N","N","N",0.563131690868691,2.50934614174586,0.421854321711093,6.66226972475993,7.87041255635919,8.05804573349537
"966",1893,3,"DES1014240","DES10142403","5/26/2015","JV,PW","PIMO","Y","",1,"12.3",1.08695652173913,3.33,"0","0",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","",12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.76265,0.11876265,0.877522517589187,"DES10142402",1.03278471809108,2,132.2725,104.47053913256,5,6943.82785,751.503186672302,5,6943.82785,334.001416298801,"L",5,-5,12.2968870102177,3,3688.29286670685,352.409096300602,231.049015045166,282.763671875,1.2238254805792,11.28272,18.1222,22.3992,1.23600887309488,26.6909998575846,1.13971002355124,-2.19000005722046,73.5708457428694,53.7006796257496,7.59000015258789,339.25,38.6948680443287,50.0877192982456,-1.75438596491228,-28.7625748851626,0.411764705882353,21,"DES1014",-0.998216,14.3468,2091.949951,-13.2065,187.207993,9.8,36.66666667,0.868018626181357,0.131843606205053,362.93,-43.2395221260304,74.6441911210363,1.6523873861377,856.041302727273,901.639346363636,2981.34182181818,5831.82251272727,55,4.99509090909091,27.2421622054789,-1.94750296928208,4.708327165,18.1330284039839,"N","N","N","N","N","N","N","N","N","N",0.0322587638597641,2.50934614174586,-0.130652662901057,4.88493978723951,8.84560990497308,8.84560990497308
"967",1894,21,"DES1014360","DES101436021","5/26/2015","SF,JV","PIMO","Y","",1,"12.3",1.4,2.66,"0","0","PMB","PTB",NA,NA,NA,0,5,NA,NA,1,"","",12.3,23.2,19.5,NA,NA,NA,NA,NA,NA,NA,118.76265,0.11876265,3.280244654202,"DES101436044",0.230087910635204,0,0,NA,1,27.32585,6.42467961523709,5,1648.53925,105.338550096527,"L",5,0,12.2968870102177,4,3688.29286670685,352.409096300602,231.049015045166,282.763671875,1.2238254805792,12.59658,19.7938,23.4708,1.18576523962049,29.0463331858317,1.13164022190306,-3.83999991416931,52.3966437747836,38.8823192842007,8.35999965667725,246.320007324219,26.3165166121642,44.25,-15.25,-143.890759395797,0.116279069767442,5,"DES1014",0.069695,10.1331,2076.639893,-32.057899,273.889008,9.7,17,0.871715568942796,0.127504504746793,371.83,-154.091411642069,-52.0848891793502,1.90357126280321,536.027323717949,289.902066923077,977.720570128205,2458.22968064103,39,5.10076923076923,23.3434383085588,-1.97877960814566,2.0906065625,18.1648194195048,"N","N","N","Y","N","N","N","Y","N","N",-1.4692938229334,2.50934614174586,1.18791800931011,-4.60517018598809,3.3081990275284,7.40765093771004
"968",1902,32,"DIA333240","DIA33324032","6/28/2015","JV, EK","PIMO","Y","",2.5,"19.3",1.33333333333333,3.03,"9","3","PSF",NA,NA,NA,NA,0,25,NA,NA,1,"","",19.3,14.1,8.2,NA,NA,NA,NA,NA,NA,NA,292.40465,0.29240465,1.10345584720534,"DIA33324034",1.45746194528712,2,1797.75205,848.076777101239,3,1936.6107,243.828244725673,8,4841.9428,274.414543278371,"L",5,-20,19.2951153900165,19,3263.4839849472,317.75053691864,228.41773223877,281.106597900391,1.230668893983,12.17588,19.2661,23.2374,1.20612889998495,27.7203333536784,1.13779298802487,-4.84999990463257,72.8192601479988,51.5035800557136,7.67999982833862,306.829986572266,34.8268713875532,29.2727272727273,-18.4545454545455,-234.21802253822,0.0483870967741935,3,"DIA333",0.87386,9.8809,2037.27002,5.01648,243.815002,12.5,18,0.847219036697248,0.143162270642202,697.6,-230.860987873578,-277.027420587894,2.21348207561386,467.559077678571,270.229880285714,1035.35254189286,2517.68572121429,56,5.03410714285714,22.3767079672711,-1.20188016961647,2.618430835,19.4349446232401,"N","N","N","N","N","Y","N","N","N","N",0.376696529321629,2.95985197527833,0.0984469343195517,7.49429786478311,7.56869982595641,8.48507338941249
"970",1905,115,"ROB938240","ROB938240115","7/15/2015","SF, JV, EK","PIMO","Y","",1,"12.3",1.58064516129032,4.3,"0","0","PTB","PSF",NA,NA,NA,0,90,NA,NA,1,"","",12.3,8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,118.76265,0.11876265,1.00592935472381,"ROB9382401",5.29374049838059,2,644.5949,372.363601112453,12,3196.13535,479.29299978028,27,5761.5232,401.184474275472,"L",65,-25,12.2968870102177,51,3046.27237224579,289.072462111712,209.933895111084,274.032081604004,1.30532557145669,10.51712,17.184,20.7689,1.20861848230912,25.132666460673,1.14751055952284,-3.52999997138977,100.593651660752,76.977239803791,6.82999992370605,426.359985351562,51.8659531342983,46.3698630136986,-6.71232876712329,-50.5503580542013,0.137931034482759,28,"ROB938",-0.725987,14.2851,2199.550049,-2.48755,202.899002,25.4,15.4,0.56436086636568,0.431641440760556,1005.58,-131.563954928796,54.5646989931383,1.08408538602415,295.567382758621,702.30463,2671.67900517241,5611.53517827586,145,4.33468965517241,17.3461209862027,-1.370131592267,4.28582705,18.8010370407911,"N","N","N","Y","N","Y","N","N","N","N",1.66652508454164,2.50934614174586,0.00591184527913719,6.46863757096585,8.06970078457544,8.65895889882573
"971",1906,117,"ROB938240","ROB938240117","7/15/2015","SF, JV, EK","JUOS","Y","",1,"12.3",1.58064516129032,4.82,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,1,"","",12.3,8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,118.76265,0.11876265,0.73187251853765,"ROB938240188",0.146010972304845,6,559.1869,412.72468401851,18,4101.7977,634.350435171039,39,7022.1233,505.643897968613,"L",40,30,12.2968870102177,51,3046.27237224579,289.072462111712,209.933895111084,274.032081604004,1.30532557145669,10.51712,17.184,20.7689,1.20861848230912,25.132666460673,1.14751055952284,-3.52999997138977,100.593651660752,76.977239803791,6.82999992370605,426.359985351562,51.8659531342983,46.3698630136986,-6.71232876712329,-50.5503580542013,0.137931034482759,28,"ROB938",-0.725987,14.2851,2199.550049,-2.48755,202.899002,25.4,15.4,0.56436086636568,0.431641440760556,1005.58,-131.563954928796,54.5646989931383,1.08408538602415,295.567382758621,702.30463,2671.67900517241,5611.53517827586,145,4.33468965517241,17.3461209862027,-1.370131592267,4.28582705,18.8010370407911,"N","N","N","N","N","N","N","N","N","N",-1.92407350732472,2.50934614174586,-0.312148935190779,6.32650164727047,8.3191830579625,8.85682233974387
